Hhid,Day,Comp,SEC,Age,Child,Ncars,Gend,Wstat,AgeP,Actnr,Atype,With,BT,ET,Home,PPC,Mode,TravTime,TravDist,Eindhoven,Dur
4349132,3,2,1,2,0,1,1,0,2,7,9,0,2205,2700,1,5503,0,5,0,1,335
4352005,3,4,2,3,0,1,1,0,3,1,9,0,300,1015,1,5627,,0,,1,435
4352005,3,4,2,3,0,1,1,0,3,2,5,0,1025,1030,0,5628,3,10,2.49,1,5
4352005,3,4,2,3,0,1,1,0,3,3,4,0,1040,1200,0,5625,3,10,1.04,1,120
4352005,3,4,2,3,0,1,1,0,3,4,9,0,1220,1330,1,5627,3,20,3.24,1,70
4352005,3,4,2,3,0,1,1,0,3,5,6,0,1400,1530,0,5505,3,30,12.55,1,90
4352005,3,4,2,3,0,1,1,0,3,6,9,0,1600,2700,1,5627,3,30,12.55,1,660
4352005,3,4,2,3,0,1,0,0,3,1,9,0,300,1015,1,5627,,0,,1,435
4352005,3,4,2,3,0,1,0,0,3,2,5,0,1025,1030,0,5628,0,10,2.49,1,5
4352005,3,4,2,3,0,1,0,0,3,3,4,0,1040,1200,0,5625,0,10,1.04,1,120
4352005,3,4,2,3,0,1,0,0,3,4,9,0,1220,1330,1,5627,0,20,3.24,1,70
4352005,3,4,2,3,0,1,0,0,3,5,6,0,1400,1530,0,5505,0,30,12.55,1,90
4352005,3,4,2,3,0,1,0,0,3,6,9,0,1600,1640,1,5627,0,30,12.55,1,40
4352005,3,4,2,3,0,1,0,0,3,7,5,0,1650,1700,0,5628,0,10,2.49,1,50
4352005,3,4,2,3,0,1,0,0,3,8,9,0,1710,2700,1,5627,0,10,2.49,1,630
4352145,3,3,1,2,0,1,1,1,2,1,9,0,300,1044,1,5662,,0,,1,464
4352145,3,3,1,2,0,1,1,1,2,2,3,0,1103,1200,0,5011,0,19,43.34,1,97
4352145,3,3,1,2,0,1,1,1,2,3,9,0,1215,2100,1,5662,0,15,43.34,1,565
4352145,3,3,1,2,0,1,1,1,2,4,2,0,2115,2120,0,5611,0,15,5.14,1,5
4352145,3,3,1,2,0,1,1,1,2,5,9,0,2135,2700,1,5662,0,15,5.14,1,365
4352145,3,3,1,2,0,1,0,2,1,1,9,0,300,1044,1,5662,,0,,1,464
4352145,3,3,1,2,0,1,0,2,1,2,0,0,1103,2120,0,5011,3,19,43.34,1,617
4352145,3,3,1,2,0,1,0,2,1,3,9,0,2135,2700,1,5662,3,15,43.34,1,365
4401148,4,0,0,3,0,0,1,0,3,1,9,0,300,1100,1,5642,,0,,1,480
4401148,4,0,0,3,0,0,1,0,3,2,5,0,1300,1600,0,3701,3,120,98.22,1,180
4401148,4,0,0,3,0,0,1,0,3,3,9,0,1700,2700,1,5642,3,60,98.22,1,600
4402111,4,1,3,2,0,2,0,2,2,1,9,0,300,455,1,1058,,0,,1,115
4402111,4,1,3,2,0,2,0,2,2,2,0,0,525,600,0,2161,0,30,30.26,1,75
4402111,4,1,3,2,0,2,0,2,2,3,1,0,745,755,0,5211,0,105,119.17,1,10
4402111,4,1,3,2,0,2,0,2,2,4,1,0,900,930,0,5625,0,65,32.94,1,30
4402111,4,1,3,2,0,2,0,2,2,5,1,0,1000,1040,0,5701,0,30,17.26,1,40
4402111,4,1,3,2,0,2,0,2,2,6,1,0,1130,1205,0,5401,0,50,27.53,1,75
4402111,4,1,3,2,0,2,0,2,2,7,1,0,1235,1410,0,5341,0,30,15.59,1,135
4402111,4,1,3,2,0,2,0,2,2,8,1,0,1620,1700,0,2161,0,130,131.39,1,80
4402111,4,1,3,2,0,2,0,2,2,9,9,0,1735,2700,1,1058,0,35,30.26,1,605
4402114,4,0,0,4,0,0,1,0,4,1,9,0,300,2700,1,5611,,0,,1,1440
4402143,4,3,3,2,0,1,0,2,2,1,9,0,300,400,1,5759,,0,,1,60
4402143,4,3,3,2,0,1,0,2,2,2,5,0,435,1230,0,5623,3,35,39.02,1,515
4402143,4,3,3,2,0,1,0,2,2,3,9,0,1315,1515,1,5759,3,45,39.02,1,120
4402143,4,3,3,2,0,1,0,2,2,4,0,0,1516,1730,0,5759,1,1,0,1,134
4402143,4,3,3,2,0,1,0,2,2,5,9,0,1731,1840,1,5759,1,1,0,1,69
4402143,4,3,3,2,0,1,0,2,2,6,0,0,1841,2000,0,5759,1,1,0,1,119
4402143,4,3,3,2,0,1,0,2,2,7,9,0,2001,2700,1,5759,1,1,0,1,459
4402143,4,3,3,2,0,1,1,1,2,1,9,0,300,730,1,5759,,0,,1,270
4402143,4,3,3,2,0,1,1,1,2,2,0,0,731,1200,0,5759,1,1,0,1,309
4402143,4,3,3,2,0,1,1,1,2,3,9,0,1201,1230,1,5759,1,1,0,1,29
4402143,4,3,3,2,0,1,1,1,2,4,0,0,1231,1630,0,5759,1,1,0,1,279
4402143,4,3,3,2,0,1,1,1,2,5,9,0,1631,2700,1,5759,1,1,0,1,669
4402173,4,2,1,2,0,1,0,0,2,1,9,0,300,930,1,5663,,0,,1,390
4402173,4,2,1,2,0,1,0,0,2,2,6,0,955,2330,0,5627,0,25,13.04,1,855
4402173,4,2,1,2,0,1,0,0,2,3,9,0,2355,2700,1,5663,0,25,13.04,1,225
4402173,4,2,1,2,0,1,1,1,2,1,9,0,300,750,1,5663,,0,,1,290
4402173,4,2,1,2,0,1,1,1,2,2,0,0,755,1215,0,5664,1,5,1.06,1,300
4402173,4,2,1,2,0,1,1,1,2,3,9,0,1220,2700,1,5663,1,5,1.06,1,920
4404117,4,0,0,4,0,1,1,0,4,1,9,0,300,2700,1,5611,,0,,1,1440
4404123,4,3,2,0,1,2,0,2,0,1,9,0,300,710,1,5045,,0,,1,250
4404123,4,3,2,0,1,2,0,2,0,2,0,0,745,1630,0,5624,0,35,43.62,1,565
4404123,4,3,2,0,1,2,0,2,0,3,9,0,1715,1830,1,5045,0,45,43.62,1,75
4404123,4,3,2,0,1,2,0,2,0,4,6,0,1845,1847,0,5038,0,15,8.04,1,2
4404123,4,3,2,0,1,2,0,2,0,5,6,0,1900,2000,0,5133,0,13,6.43,1,60
4404123,4,3,2,0,1,2,0,2,0,6,6,0,2015,2100,0,5038,0,15,6.43,1,85
4404123,4,3,2,0,1,2,0,2,0,7,9,0,2117,2700,1,5045,0,17,8.04,1,383
4404123,4,3,2,0,1,2,1,1,0,1,9,0,300,900,1,5045,,0,,1,360
4404123,4,3,2,0,1,2,1,1,0,2,7,0,905,1020,0,5043,0,5,1.76,1,75
4404123,4,3,2,0,1,2,1,1,0,3,9,0,1025,1830,1,5045,0,5,1.76,1,485
4404123,4,3,2,0,1,2,1,1,0,4,6,0,1845,2100,0,5038,3,15,8.04,1,175
4404123,4,3,2,0,1,2,1,1,0,5,9,0,2117,2700,1,5045,3,17,8.04,1,383
4405005,4,3,2,0,0,1,0,2,0,1,9,0,300,1010,1,5615,,0,,1,430
4405005,4,3,2,0,0,1,0,2,0,2,0,0,1100,1245,0,5281,2,50,26.24,1,105
4405005,4,3,2,0,0,1,0,2,0,3,9,0,1330,2700,1,5615,2,45,26.24,1,850
4405005,4,3,2,0,0,1,1,2,0,1,9,0,300,925,1,5615,,0,,1,385
4405005,4,3,2,0,0,1,1,2,0,2,1,0,945,1050,0,5654,0,20,2.15,1,65
4405005,4,3,2,0,0,1,1,2,0,3,0,0,1100,1115,0,5611,0,10,4.19,1,15
4405005,4,3,2,0,0,1,1,2,0,4,1,0,1131,1259,0,5101,0,16,53.66,1,88
4405005,4,3,2,0,0,1,1,2,0,5,0,0,1321,1730,0,5611,0,22,53.66,1,249
4405005,4,3,2,0,0,1,1,2,0,6,6,0,1750,1845,0,5623,0,20,2.88,1,95
4405005,4,3,2,0,0,1,1,2,0,7,9,0,1855,2700,1,5615,0,10,4.44,1,525
4405134,4,2,3,1,0,2,0,2,1,1,9,0,300,750,1,5502,,0,,1,290
4405134,4,2,3,1,0,2,0,2,1,2,0,0,805,1115,0,5504,0,15,3.59,1,190
4405134,4,2,3,1,0,2,0,2,1,3,3,0,1125,1140,0,5508,0,10,3.38,1,15
4405134,4,2,3,1,0,2,0,2,1,4,9,0,1145,1315,1,5502,0,5,2.58,1,130
4405134,4,2,3,1,0,2,0,2,1,5,8,0,1328,1745,0,5657,0,13,4.56,1,257
4405134,4,2,3,1,0,2,0,2,1,6,9,0,1755,2700,1,5502,0,10,4.56,1,585
4405134,4,2,3,1,0,2,1,0,1,1,9,0,300,915,1,5502,,0,,1,375
4405134,4,2,3,1,0,2,1,0,1,2,9,0,1000,1210,0,5046,0,45,35.53,1,130
4405134,4,2,3,1,0,2,1,0,1,3,9,0,1245,2700,1,5502,0,35,35.53,1,895
4406108,4,2,3,2,0,2,1,0,2,1,9,0,300,900,1,5502,,0,,1,360
4406108,4,2,3,2,0,2,1,0,2,2,7,0,915,1130,0,5657,3,15,4.56,1,135
4406108,4,2,3,2,0,2,1,0,2,3,9,0,1145,1300,1,5502,3,15,4.56,1,115
4406108,4,2,3,2,0,2,1,0,2,4,7,0,1310,1630,0,5508,0,10,2.58,1,200
4406108,4,2,3,2,0,2,1,0,2,5,9,0,1640,2700,1,5502,0,10,2.58,1,660
4406108,4,2,3,2,0,2,0,2,1,1,9,0,300,900,1,5502,,0,,1,360
4406108,4,2,3,2,0,2,0,2,1,2,1,0,910,1230,0,5503,0,10,1.61,1,200
4406108,4,2,3,2,0,2,0,2,1,3,7,0,1240,1320,0,5503,0,10,0,1,80
4406108,4,2,3,2,0,2,0,2,1,4,1,0,1330,1700,0,5503,0,10,0,1,250
4406108,4,2,3,2,0,2,0,2,1,5,9,0,1710,1915,1,5502,0,10,1.61,1,125
4406108,4,2,3,2,0,2,0,2,1,6,1,0,2025,2300,0,6711,0,70,103.63,1,195
4406108,4,2,3,2,0,2,0,2,1,7,9,0,2415,2700,1,5502,0,75,103.63,1,205
4406137,4,3,3,1,0,1,0,2,1,1,9,0,300,645,1,5463,,0,,1,225
4406137,4,3,3,1,0,1,0,2,1,2,0,0,725,910,0,5654,0,40,28.31,1,145
4406137,4,3,3,1,0,1,0,2,1,3,0,0,935,1250,0,6002,0,25,26.74,1,195
4406137,4,3,3,1,0,1,0,2,1,4,9,0,1310,1610,0,6041,0,20,25.67,1,180
4406137,4,3,3,1,0,1,0,2,1,5,9,0,1715,1850,1,5463,0,65,73.3,1,95
4406137,4,3,3,1,0,1,0,2,1,6,7,0,1905,2240,0,5492,0,15,9.91,1,215
4406137,4,3,3,1,0,1,0,2,1,7,9,0,2255,2700,1,5463,0,15,9.91,1,285
4406137,4,3,3,1,0,1,1,2,1,1,9,0,300,800,1,5463,,0,,1,300
4406137,4,3,3,1,0,1,1,2,1,2,0,0,810,1615,0,5463,1,10,0,1,485
4406137,4,3,3,1,0,1,1,2,1,3,9,0,1624,1655,1,5463,1,9,0,1,31
4406137,4,3,3,1,0,1,1,2,1,4,6,0,1745,2145,0,6522,3,50,55.62,1,240
4406137,4,3,3,1,0,1,1,2,1,5,6,0,2150,2200,0,6524,3,5,1.88,1,50
4406137,4,3,3,1,0,1,1,2,1,6,9,0,2250,2700,1,5463,3,50,42.71,1,290
4406194,4,3,3,1,1,2,0,2,1,1,9,0,300,830,1,5981,,0,,1,330
4406194,4,3,3,1,1,2,0,2,1,2,0,0,840,900,0,5988,0,10,1.61,1,60
4406194,4,3,3,1,1,2,0,2,1,3,1,0,945,1900,0,5611,0,45,46.09,1,595
4406194,4,3,3,1,1,2,0,2,1,4,9,0,1945,2700,1,5981,0,45,46.23,1,475
4406194,4,3,3,1,1,2,1,1,1,1,9,0,300,2700,1,5981,,0,,1,1440
4407193,4,1,3,1,0,0,1,2,1,1,9,0,300,500,1,5644,,0,,1,120
4407193,4,1,3,1,0,0,1,2,1,2,2,0,830,900,0,1118,3,210,132.7,1,70
4407193,4,1,3,1,0,0,1,2,1,3,9,0,1048,1100,1,5644,3,108,132.7,1,52
4407193,4,1,3,1,0,0,1,2,1,4,7,0,1110,1130,0,5611,3,10,2.45,1,20
4407193,4,1,3,1,0,0,1,2,1,5,9,0,1140,2700,1,5644,3,10,2.45,1,960
4408117,4,2,3,1,2,1,0,2,1,1,9,0,300,610,1,3851,,0,,1,190
4408117,4,2,3,1,2,1,0,2,1,2,0,0,800,1610,0,5612,2,110,126.87,1,490
4408117,4,2,3,1,2,1,0,2,1,3,9,0,1815,2700,1,3851,2,125,126.87,1,565
4408117,4,2,3,1,2,1,1,0,1,1,9,0,300,1230,1,3851,,0,,1,570
4408117,4,2,3,1,2,1,1,0,1,2,2,0,1235,1236,0,3851,0,5,0,1,1
4408117,4,2,3,1,2,1,1,0,1,3,9,0,1241,1245,1,3851,0,5,0,1,4
4408117,4,2,3,1,2,1,1,0,1,4,8,0,1300,1400,0,3852,0,15,1.69,1,60
4408117,4,2,3,1,2,1,1,0,1,5,9,0,1415,1510,1,3851,0,15,1.69,1,95
4408117,4,2,3,1,2,1,1,0,1,6,2,0,1515,1530,0,3851,0,5,0,1,15
4408117,4,2,3,1,2,1,1,0,1,7,9,0,1535,2700,1,3851,0,5,0,1,725
4409150,4,0,2,2,0,1,1,0,2,1,9,0,300,1355,1,5611,,0,,1,655
4409150,4,0,2,2,0,1,1,0,2,2,3,0,1405,1500,0,5652,0,10,5.23,1,95
4409150,4,0,2,2,0,1,1,0,2,3,9,0,1510,2700,1,5611,0,10,5.23,1,750
4412106,4,2,1,0,1,1,1,0,0,1,9,0,300,1135,1,5632,,0,,1,515
4412106,4,2,1,0,1,1,1,0,0,2,2,0,1140,1148,0,5632,1,5,0,1,8
4412106,4,2,1,0,1,1,1,0,0,3,9,0,1153,1245,1,5632,1,5,0,1,92
4412106,4,2,1,0,1,1,1,0,0,4,2,0,1255,1300,0,5632,1,10,0,1,45
4412106,4,2,1,0,1,1,1,0,0,5,9,0,1305,1450,1,5632,1,5,0,1,105
4412106,4,2,1,0,1,1,1,0,0,6,2,0,1455,1505,0,5632,1,5,0,1,50
4412106,4,2,1,0,1,1,1,0,0,7,9,0,1510,1630,1,5632,1,5,0,1,80
4412106,4,2,1,0,1,1,1,0,0,8,7,0,1645,1745,0,5671,0,15,4.58,1,60
4412106,4,2,1,0,1,1,1,0,0,9,9,0,1800,2010,1,5632,0,15,4.58,1,130
4412106,4,2,1,0,1,1,1,0,0,10,6,0,2015,2210,0,5632,1,5,0,1,155
4412106,4,2,1,0,1,1,1,0,0,11,9,0,2215,2700,1,5632,1,5,0,1,325
4412106,4,2,1,0,1,1,0,2,0,1,9,0,300,815,1,5632,,0,,1,315
4412106,4,2,1,0,1,1,0,2,0,2,2,0,829,830,0,5632,1,14,0,1,1
4412106,4,2,1,0,1,1,0,2,0,3,0,0,901,1744,0,5503,1,31,11.27,1,523
4412106,4,2,1,0,1,1,0,2,0,4,9,0,1816,2700,1,5632,1,32,11.27,1,564
4412107,4,0,0,4,0,0,1,0,4,1,9,0,300,2700,1,5611,,0,,1,1440
4412113,4,3,3,1,2,2,0,2,1,1,9,0,300,810,1,5768,,0,,1,310
4412113,4,3,3,1,2,2,0,2,1,2,0,0,905,1745,0,5611,0,55,34.57,1,520
4412113,4,3,3,1,2,2,0,2,1,3,9,0,1825,2700,1,5768,0,40,34.57,1,555
4412113,4,3,3,1,2,2,1,1,1,1,9,0,300,815,1,5768,,0,,1,315
4412113,4,3,3,1,2,2,1,1,1,2,0,0,845,1415,0,5707,0,30,25.03,1,370
4412113,4,3,3,1,2,2,1,1,1,3,3,0,1450,1509,0,5721,0,35,14.71,1,59
4412113,4,3,3,1,2,2,1,1,1,4,9,0,1520,2700,1,5768,0,11,12.02,1,740
4412200,4,3,2,2,0,2,0,2,2,1,9,0,300,715,1,5491,,0,,1,255
4412200,4,3,2,2,0,2,0,2,2,2,0,0,845,1730,0,5628,0,90,13.11,1,565
4412200,4,3,2,2,0,2,0,2,2,3,9,0,1800,2700,1,5491,0,30,13.11,1,540
4412200,4,3,2,2,0,2,1,1,2,1,9,0,300,745,1,5491,,0,,1,285
4412200,4,3,2,2,0,2,1,1,2,2,0,0,755,1215,0,5491,1,10,0,1,300
4412200,4,3,2,2,0,2,1,1,2,3,9,0,1225,2700,1,5491,1,10,0,1,915
4413112,4,3,1,2,0,1,0,2,2,1,9,0,300,930,1,5361,,0,,1,390
4413112,4,3,1,2,0,1,0,2,2,2,6,0,945,1830,0,6582,3,15,10.06,1,565
4413112,4,3,1,2,0,1,0,2,2,3,9,0,1845,2700,1,5361,3,15,10.06,1,535
4413112,4,3,1,2,0,1,1,1,2,1,9,0,300,730,1,5361,,0,,1,270
4413112,4,3,1,2,0,1,1,1,2,2,0,0,815,1210,0,5374,1,45,8.51,1,275
4413112,4,3,1,2,0,1,1,1,2,3,9,0,1255,1400,1,5361,1,45,8.51,1,105
4413112,4,3,1,2,0,1,1,1,2,4,4,0,1410,1500,0,5631,1,10,43.64,1,90
4413112,4,3,1,2,0,1,1,1,2,5,9,0,1510,2700,1,5361,1,10,43.64,1,750
4413113,4,3,2,0,0,1,0,2,0,1,9,0,300,835,1,5615,,0,,1,335
4413113,4,3,2,0,0,1,0,2,0,2,0,0,850,1705,0,5615,1,15,,1,535
4413113,4,3,2,0,0,1,0,2,0,3,9,0,1720,1850,1,5615,1,15,,1,90
4413113,4,3,2,0,0,1,0,2,0,4,7,0,1900,2025,0,5616,1,10,2.05,1,85
4413113,4,3,2,0,0,1,0,2,0,5,9,0,2045,2700,1,5615,1,20,2.05,1,415
4413113,4,3,2,0,0,1,1,2,0,1,9,0,300,815,1,5615,,0,,1,315
4413113,4,3,2,0,0,1,1,2,0,2,0,0,830,1200,0,5644,0,15,2.36,1,250
4413113,4,3,2,0,0,1,1,2,0,3,1,0,1255,1430,0,6042,3,55,49.5,1,135
4413113,4,3,2,0,0,1,1,2,0,4,0,0,1600,1900,0,5644,3,90,49.5,1,180
4413113,4,3,2,0,0,1,1,2,0,5,5,0,1925,2030,0,5707,0,25,14.42,1,65
4413113,4,3,2,0,0,1,1,2,0,6,9,0,2100,2130,1,5615,0,30,14.1,1,30
4413113,4,3,2,0,0,1,1,2,0,7,6,0,2140,2300,0,5582,0,10,5.05,1,120
4413113,4,3,2,0,0,1,1,2,0,8,9,0,2310,2700,1,5615,0,10,5.05,1,270
4414121,4,3,3,1,2,2,0,2,1,1,9,0,300,815,1,5502,,0,,1,315
4414121,4,3,3,1,2,2,0,2,1,2,0,0,825,1900,0,5657,0,10,4.56,1,675
4414121,4,3,3,1,2,2,0,2,1,3,9,0,1910,2700,1,5502,0,10,4.56,1,510
4414121,4,3,3,1,2,2,1,1,1,1,9,0,300,745,1,5502,,0,,1,285
4414121,4,3,3,1,2,2,1,1,1,2,0,0,800,1715,0,5504,1,15,3.34,1,555
4414121,4,3,3,1,2,2,1,1,1,3,9,0,1730,2700,1,5502,1,15,3.34,1,610
4414137,4,1,0,1,0,1,0,2,1,1,9,0,300,730,1,1132,,0,,1,270
4414137,4,1,0,1,0,1,0,2,1,2,0,0,800,900,0,1521,0,30,26.95,1,60
4414137,4,1,0,1,0,1,0,2,1,3,1,0,1100,1500,0,5611,0,120,145.47,1,240
4414137,4,1,0,1,0,1,0,2,1,4,9,0,1620,2700,1,1132,0,80,148.19,1,680
4416126,4,3,3,1,1,1,0,2,1,1,9,0,300,620,1,5633,,0,,1,200
4416126,4,3,3,1,1,1,0,2,1,2,0,0,720,1554,0,5633,2,60,0,1,514
4416126,4,3,3,1,1,1,0,2,1,3,3,0,1630,1648,0,5623,2,36,4.85,1,18
4416126,4,3,3,1,1,1,0,2,1,4,2,0,1658,1730,0,5611,0,10,2.88,1,72
4416126,4,3,3,1,1,1,0,2,1,5,9,0,1740,1845,1,5633,0,10,6.59,1,65
4416126,4,3,3,1,1,1,0,2,1,6,2,0,1848,1852,0,5611,0,3,6.59,1,4
4416126,4,3,3,1,1,1,0,2,1,7,9,0,1855,2700,1,5633,0,3,6.59,1,525
4416126,4,3,3,1,1,1,1,2,1,1,9,0,300,750,1,5633,,0,,1,290
4416126,4,3,3,1,1,1,1,2,1,2,2,0,800,805,0,5611,0,10,6.59,1,5
4416126,4,3,3,1,1,1,1,2,1,3,0,0,905,1755,0,5061,2,60,31.39,1,530
4416126,4,3,3,1,1,1,1,2,1,4,9,0,1855,2000,1,5633,2,60,33.92,1,105
4416126,4,3,3,1,1,1,1,2,1,5,0,0,2010,2030,0,5633,1,10,0,1,20
4416126,4,3,3,1,1,1,1,2,1,6,9,0,2040,2700,1,5633,1,10,0,1,420
4416170,4,4,1,3,0,1,0,0,3,1,9,0,300,2700,1,5611,,0,,1,1440
4416170,4,4,1,3,0,1,1,0,3,1,9,0,300,2700,1,5611,,0,,1,1440
4416188,4,4,1,3,0,1,0,0,3,1,9,0,300,1010,1,5625,,0,,1,430
4416188,4,4,1,3,0,1,0,0,3,2,3,0,1015,1016,0,5625,1,5,0,1,1
4416188,4,4,1,3,0,1,0,0,3,3,9,0,1030,1230,1,5625,1,14,0,1,120
4416188,4,4,1,3,0,1,0,0,3,4,3,0,1237,1310,0,5625,1,7,0,1,73
4416188,4,4,1,3,0,1,0,0,3,5,9,0,1325,1425,1,5625,1,15,0,1,60
4416188,4,4,1,3,0,1,0,0,3,6,6,0,1445,1530,0,5628,1,20,1.04,1,85
4416188,4,4,1,3,0,1,0,0,3,7,9,0,1545,1945,1,5625,1,15,1.04,1,240
4416188,4,4,1,3,0,1,0,0,3,8,7,0,2000,2200,0,5625,1,15,0,1,120
4416188,4,4,1,3,0,1,0,0,3,9,9,0,2215,2700,1,5625,1,15,0,1,325
4416188,4,4,1,3,0,1,1,0,3,1,9,0,300,1230,1,5625,,0,,1,570
4416188,4,4,1,3,0,1,1,0,3,2,3,0,1237,1315,0,5625,1,7,0,1,78
4416188,4,4,1,3,0,1,1,0,3,3,9,0,1322,1530,1,5625,1,7,0,1,128
4416188,4,4,1,3,0,1,1,0,3,4,2,0,1535,1600,0,5628,1,5,1.04,1,65
4416188,4,4,1,3,0,1,1,0,3,5,9,0,1605,2700,1,5625,1,5,1.04,1,695
4417138,4,2,3,1,3,2,0,2,1,1,9,0,300,800,1,5453,,0,,1,300
4417138,4,2,3,1,3,2,0,2,1,2,0,0,815,930,0,5374,0,15,11.96,1,75
4417138,4,2,3,1,3,2,0,2,1,3,1,0,1000,1230,0,6679,0,30,31.46,1,150
4417138,4,2,3,1,3,2,0,2,1,4,0,0,1300,1530,0,5374,0,30,31.46,1,150
4417138,4,2,3,1,3,2,0,2,1,5,1,0,1615,1730,0,5657,0,45,56.45,1,75
4417138,4,2,3,1,3,2,0,2,1,6,1,0,1815,1900,0,5453,0,45,45.33,1,85
4417138,4,2,3,1,3,2,0,2,1,7,1,0,1915,2345,0,5408,0,15,12.74,1,270
4417138,4,2,3,1,3,2,0,2,1,8,9,0,2400,2700,1,5453,0,15,12.74,1,180
4417138,4,2,3,1,3,2,1,0,1,1,9,0,300,1050,1,5453,,0,,1,470
4417138,4,2,3,1,3,2,1,0,1,2,5,0,1057,1145,0,5453,1,7,0,1,88
4417138,4,2,3,1,3,2,1,0,1,3,9,0,1153,1900,1,5453,1,8,0,1,467
4417138,4,2,3,1,3,2,1,0,1,4,6,0,1915,2030,0,5446,3,15,9.48,1,75
4417138,4,2,3,1,3,2,1,0,1,5,6,0,2045,2345,0,5408,3,15,13.55,1,180
4417138,4,2,3,1,3,2,1,0,1,6,9,0,2400,2700,1,5453,3,15,12.74,1,180
4419553,4,2,3,2,0,1,0,2,2,1,9,0,300,700,1,4904,,0,,1,240
4419553,4,2,3,2,0,1,0,2,2,2,0,0,755,1405,0,5623,0,55,65.47,1,410
4419553,4,2,3,2,0,1,0,2,2,3,1,0,1455,1715,0,4811,0,50,63.33,1,180
4419553,4,2,3,2,0,1,0,2,2,4,9,0,1735,1737,1,4904,0,20,9.59,1,2
4419553,4,2,3,2,0,1,0,2,2,5,3,0,1742,1759,0,4901,0,5,3.92,1,17
4419553,4,2,3,2,0,1,0,2,2,6,9,0,1805,1910,1,4904,0,6,3.92,1,65
4419553,4,2,3,2,0,1,0,2,2,7,6,0,1913,2202,0,4901,0,3,3.92,1,209
4419553,4,2,3,2,0,1,0,2,2,8,9,0,2206,2700,1,4904,0,4,3.92,1,334
4419553,4,2,3,2,0,1,1,0,2,1,9,0,300,800,1,4904,,0,,1,300
4419553,4,2,3,2,0,1,1,0,2,2,8,0,803,804,0,4904,1,3,0,1,1
4419553,4,2,3,2,0,1,1,0,2,3,9,0,807,1400,1,4904,1,3,0,1,393
4419553,4,2,3,2,0,1,1,0,2,4,8,0,1403,1404,0,4904,1,3,0,1,1
4419553,4,2,3,2,0,1,1,0,2,5,9,0,1407,1930,1,4904,1,3,0,1,323
4419553,4,2,3,2,0,1,1,0,2,6,8,0,1933,1934,0,4904,1,3,0,1,1
4419553,4,2,3,2,0,1,1,0,2,7,9,0,1937,2330,1,4904,1,3,0,1,273
4419553,4,2,3,2,0,1,1,0,2,8,8,0,2333,2334,0,4904,1,3,0,1,1
4419553,4,2,3,2,0,1,1,0,2,9,9,0,2337,2700,1,4904,1,3,0,1,243
4420114,4,2,1,1,3,1,0,2,1,1,9,0,300,815,1,5623,,0,,1,315
4420114,4,2,1,1,3,1,0,2,1,2,2,0,820,825,0,5612,1,5,2.04,1,5
4420114,4,2,1,1,3,1,0,2,1,3,0,0,900,1730,0,5611,1,35,1.75,1,510
4420114,4,2,1,1,3,1,0,2,1,4,9,0,1755,2700,1,5623,1,25,2.88,1,585
4420114,4,2,1,1,3,1,1,0,0,1,9,0,300,615,1,5623,,0,,1,195
4420114,4,2,1,1,3,1,1,0,0,2,0,0,620,830,0,5623,1,5,0,1,130
4420114,4,2,1,1,3,1,1,0,0,3,9,0,835,1445,1,5623,1,5,0,1,370
4420114,4,2,1,1,3,1,1,0,0,4,2,0,1450,1505,0,5612,1,5,2.04,1,55
4420114,4,2,1,1,3,1,1,0,0,5,9,0,1510,2700,1,5623,1,5,2.04,1,750
4422130,4,3,2,1,2,2,0,2,1,1,9,0,300,700,1,5491,,0,,1,240
4422130,4,3,2,1,2,2,0,2,1,2,0,0,730,1600,0,5501,0,30,25.1,1,550
4422130,4,3,2,1,2,2,0,2,1,3,9,0,1630,1800,1,5491,0,30,25.1,1,130
4422130,4,3,2,1,2,2,0,2,1,4,9,0,1815,2130,0,5611,0,15,17.73,1,195
4422130,4,3,2,1,2,2,0,2,1,5,9,0,2200,2700,1,5491,0,30,17.73,1,300
4422130,4,3,2,1,2,2,1,1,1,1,9,0,300,900,1,5491,,0,,1,360
4422130,4,3,2,1,2,2,1,1,1,2,3,0,905,945,0,5492,1,5,1.96,1,40
4422130,4,3,2,1,2,2,1,1,1,3,9,0,950,1015,1,5491,1,5,1.96,1,65
4422130,4,3,2,1,2,2,1,1,1,4,6,0,1020,1130,0,5492,1,5,1.96,1,70
4422130,4,3,2,1,2,2,1,1,1,5,9,0,1135,2700,1,5491,1,5,1.96,1,965
4422152,4,4,1,2,0,2,0,0,2,1,9,0,300,901,1,5708,,0,,1,361
4422152,4,4,1,2,0,2,0,0,2,2,0,0,905,930,0,5708,0,4,0,1,25
4422152,4,4,1,2,0,2,0,0,2,3,8,0,1000,1730,0,5554,0,30,23.77,1,450
4422152,4,4,1,2,0,2,0,0,2,4,9,0,1800,2000,1,5708,0,30,23.77,1,120
4422152,4,4,1,2,0,2,0,0,2,5,6,0,2015,2045,0,5611,0,15,14.2,1,30
4422152,4,4,1,2,0,2,0,0,2,6,9,0,2100,2700,1,5708,0,15,14.2,1,360
4422152,4,4,1,2,0,2,1,0,1,1,9,0,300,815,1,5708,,0,,1,315
4422152,4,4,1,2,0,2,1,0,1,2,7,0,840,1800,0,5664,0,25,13.16,1,600
4422152,4,4,1,2,0,2,1,0,1,3,9,0,1815,2700,1,5708,0,15,13.16,1,565
